,runtime_ham10,runtime_ham2,runtime_ham4,runtime_ham6,runtime_ham8,runtime_ham9,kNN_ham10_pred,kNN_ham2_pred,kNN_ham4_pred,kNN_ham6_pred,kNN_ham8_pred,kNN_ham9_pred,1st_ham,1st_time,2nd_ham,2nd_time,3rd_ham,3rd_time
25,163.37,53.06100000000001,42.005,20.55,1.666,73.678,118.15027272727274,38.981750000000005,28.497607142857138,33.48075,26.27188,54.40179310344828,runtime_ham8,1.666,runtime_ham4,42.005,runtime_ham6,20.55
26,160.033,5.182,5.562,6.178,0.2,4.2,118.15027272727275,64.261,32.47953571428571,29.377875,21.02304,47.55506896551724,runtime_ham8,0.2,runtime_ham6,6.178,runtime_ham4,5.562
27,199.99099999999999,29.663,67.376,11.417,2.432,10.427,101.5048181818182,25.4015,28.49760714285714,21.90475,28.334959999999995,54.145965517241386,runtime_ham6,11.417,runtime_ham2,29.663,runtime_ham8,2.432
28,199.99099999999999,199.99400000000003,6.445,79.193,4.916,44.57,112.68027272727272,107.29087500000001,26.156571428571432,66.778,33.48756,58.96437931034483,runtime_ham4,6.445,runtime_ham8,4.916,runtime_ham9,44.57
29,199.99,101.118,13.286,24.26,2.653,81.009,124.17490909090908,61.896,28.032964285714286,55.217124999999996,46.161840000000005,65.11486206896551,runtime_ham4,13.286,runtime_ham8,2.653,runtime_ham6,24.26
30,199.99400000000003,188.28799999999998,6.5520000000000005,10.595,12.423,164.498,133.56236363636364,64.258375,34.513892857142864,29.471875000000004,35.031800000000004,68.81434482758621,runtime_ham6,10.595,runtime_ham4,6.5520000000000005,runtime_ham8,12.423
31,195.415,99.68,10.258,4.31,19.048,76.105,99.96972727272727,25.771875,27.17978571428571,32.87675,27.694800000000008,47.555068965517236,runtime_ham2,99.68,runtime_ham4,10.258,runtime_ham8,19.048
32,199.987,2.008,28.73,0.945,37.788000000000004,9.173,103.69690909090909,39.51087499999999,25.64628571428571,41.678374999999996,27.325680000000006,54.17144827586207,runtime_ham4,28.73,runtime_ham8,37.788000000000004,runtime_ham2,2.008
33,162.77100000000002,178.387,8.357999999999999,66.896,13.378,7.5360000000000005,103.645,28.08,25.64628571428571,28.777,26.715560000000004,54.17144827586206,runtime_ham4,8.357999999999999,runtime_ham8,13.378,runtime_ham2,178.387
34,199.98,67.07600000000001,4.178999999999999,194.71900000000002,2.194,2.2359999999999998,124.17490909090908,57.500750000000004,26.026571428571426,54.49937499999999,38.83556000000001,70.67372413793103,runtime_ham4,4.178999999999999,runtime_ham8,2.194,runtime_ham6,194.71900000000002
35,195.255,17.813,71.913,3.455,45.478,199.995,117.1179090909091,49.86112500000001,27.17978571428571,38.163375,26.271879999999996,47.55506896551724,runtime_ham8,45.478,runtime_ham4,71.913,runtime_ham6,3.455
36,199.99099999999999,26.358,21.493000000000002,46.916000000000004,2.946,52.576,130.59127272727272,108.15275,27.814035714285716,67.45375,28.966520000000006,69.09886206896553,runtime_ham4,21.493000000000002,runtime_ham8,2.946,runtime_ham6,46.916000000000004
37,173.813,50.558,8.707,25.658,16.784000000000002,1.181,98.23727272727274,38.7345,25.646285714285707,41.909875,26.715560000000004,54.17144827586206,runtime_ham4,8.707,runtime_ham8,16.784000000000002,runtime_ham2,50.558
38,199.99099999999999,12.76,7.745,1.903,1.5719999999999998,0.188,104.32745454545453,26.177875,28.24725,21.67325,30.53796000000001,53.58313793103448,runtime_ham6,1.903,runtime_ham2,12.76,runtime_ham4,7.745
39,185.85,6.763999999999999,3.034,28.445999999999998,5.57,71.468,106.76345454545456,38.7345,27.80196428571428,41.909875,31.31532,52.63793103448276,runtime_ham4,3.034,runtime_ham8,5.57,runtime_ham2,6.763999999999999
40,199.99,26.145,94.74700000000001,5.983,16.647000000000002,199.99599999999998,103.62281818181819,38.67949999999999,35.26596428571428,42.234375,46.897479999999995,50.8864827586207,runtime_ham4,94.74700000000001,runtime_ham2,26.145,runtime_ham6,5.983
41,199.988,71.433,9.315,2.572,2.557,12.856,101.97800000000001,38.171125,36.52214285714286,42.361625,45.61232000000001,57.038448275862066,runtime_ham4,9.315,runtime_ham2,71.433,runtime_ham6,2.572
42,199.99099999999999,94.59200000000001,9.927999999999999,18.993,17.506,28.691,101.21918181818182,39.51087499999999,34.55492857142857,41.678374999999996,47.078879999999984,46.38893103448276,runtime_ham4,9.927999999999999,runtime_ham2,94.59200000000001,runtime_ham6,18.993
43,199.99400000000003,35.568000000000005,5.2139999999999995,10.735999999999999,3.1319999999999997,75.691,108.07590909090908,39.510875,33.08871428571428,41.678375,46.843,57.04403448275862,runtime_ham4,5.2139999999999995,runtime_ham2,35.568000000000005,runtime_ham6,10.735999999999999
44,192.623,117.573,0.42200000000000004,176.743,7.415,19.053,112.6320909090909,38.171125,31.22703571428571,42.361625,30.617359999999998,53.24810344827587,runtime_ham8,7.415,runtime_ham4,0.42200000000000004,runtime_ham2,117.573
45,199.99,60.137,118.887,102.27,9.002,53.54600000000001,103.62281818181818,42.64825,35.26596428571428,38.71025,47.07888,57.04403448275863,runtime_ham4,118.887,runtime_ham6,102.27,runtime_ham2,60.137
46,199.99099999999999,54.48,1.328,194.735,22.526999999999997,39.129,106.325,38.171124999999996,33.08871428571429,42.361625000000004,38.11704,57.04403448275862,runtime_ham4,1.328,runtime_ham8,22.526999999999997,runtime_ham2,54.48
47,179.613,61.707,4.177,19.051,0.804,0.977,95.69072727272729,50.319125,38.057857142857145,48.057625,50.155359999999995,57.9813103448276,runtime_ham4,4.177,runtime_ham6,19.051,runtime_ham8,0.804
48,155.65,12.96,2.908,47.717,2.549,22.723000000000003,101.97800000000001,48.5605,36.472,41.254625000000004,48.630959999999995,58.31627586206896,runtime_ham4,2.908,runtime_ham6,47.717,runtime_ham2,12.96
49,199.99099999999999,193.33599999999998,7.1770000000000005,58.125,3.6319999999999997,18.65,86.40581818181819,55.654125,37.478571428571435,41.074749999999995,52.44564,48.018103448275866,runtime_ham4,7.1770000000000005,runtime_ham6,58.125,runtime_ham9,18.65
50,199.99099999999999,34.722,41.70399999999999,125.822,84.20700000000001,118.973,98.12690909090911,53.922374999999995,39.82857142857143,44.004625,50.757960000000004,47.80472413793103,runtime_ham4,41.70399999999999,runtime_ham6,125.822,runtime_ham9,118.973
51,199.99,16.97,1.811,1.9580000000000002,9.582,3.37,88.84172727272727,54.593625,36.80346428571428,47.223875,51.35795999999999,52.30786206896551,runtime_ham4,1.811,runtime_ham6,1.9580000000000002,runtime_ham8,9.582
52,199.99200000000002,106.68700000000001,5.36,32.387,41.481,115.22399999999999,99.264,48.91524999999999,37.09142857142858,42.106375,49.28912,48.012517241379314,runtime_ham4,5.36,runtime_ham6,32.387,runtime_ham9,115.22399999999999
53,188.90400000000002,199.995,3.884,10.864,6.34,10.545,95.69100000000002,70.12225,39.62932142857142,55.54375,53.05815999999997,52.30786206896553,runtime_ham4,3.884,runtime_ham9,10.545,runtime_ham8,6.34
54,186.27,1.053,17.598,16.155,3.4930000000000003,1.757,79.79118181818183,68.043,36.80346428571429,64.711875,53.05815999999998,52.30786206896553,runtime_ham4,17.598,runtime_ham9,1.757,runtime_ham8,3.4930000000000003
55,199.99099999999999,28.618000000000002,14.052999999999999,199.995,3.2060000000000004,2.1,82.79709090909091,70.47699999999999,36.80346428571429,56.395500000000006,52.445639999999976,52.30786206896553,runtime_ham4,14.052999999999999,runtime_ham9,2.1,runtime_ham8,3.2060000000000004
56,194.607,199.993,22.44,22.355,1.9080000000000001,20.504,115.26363636363635,102.122,35.320392857142856,85.150625,47.34388,52.97413793103449,runtime_ham4,22.44,runtime_ham8,1.9080000000000001,runtime_ham9,20.504
57,162.253,32.284,8.731,44.605,1.181,93.64299999999999,111.10227272727275,84.02937500000002,46.548285714285704,61.45525000000001,49.77919999999999,55.604896551724146,runtime_ham4,8.731,runtime_ham8,1.181,runtime_ham9,93.64299999999999
58,199.99200000000002,98.036,3.094,6.824,9.304,50.833,81.67745454545455,63.573,36.20460714285714,54.886750000000006,49.72387999999998,46.16437931034483,runtime_ham4,3.094,runtime_ham9,50.833,runtime_ham8,9.304
59,199.99200000000002,199.993,199.993,179.785,199.995,170.99099999999999,79.24109090909091,67.333,36.12014285714285,58.44075000000001,50.95455999999997,46.03713793103448,runtime_ham4,199.993,runtime_ham9,170.99099999999999,runtime_ham8,199.995
60,199.97,116.648,1.9280000000000002,73.87100000000001,6.029,199.995,110.8761818181818,77.27212499999999,39.739607142857146,62.685,45.84919999999999,63.30168965517243,runtime_ham4,1.9280000000000002,runtime_ham8,6.029,runtime_ham6,73.87100000000001
61,199.99200000000002,199.993,199.993,199.986,199.995,199.995,73.05336363636364,75.913375,36.204607142857135,68.7485,49.08547999999997,52.70472413793103,runtime_ham4,199.993,runtime_ham8,199.995,runtime_ham9,199.995
62,199.99099999999999,199.993,199.99599999999998,199.995,199.995,189.00799999999998,75.28945454545455,75.913375,43.21674999999998,68.7485,56.979839999999975,50.59137931034482,runtime_ham4,199.99599999999998,runtime_ham9,189.00799999999998,runtime_ham8,199.995
63,199.99400000000003,199.99599999999998,199.995,136.30700000000002,199.995,187.93099999999998,73.05336363636364,75.913375,43.21674999999999,68.7485,49.08547999999998,48.28158620689655,runtime_ham4,199.995,runtime_ham9,187.93099999999998,runtime_ham8,199.995
64,199.99,199.99400000000003,199.995,144.486,199.995,135.665,75.28945454545455,75.913375,36.204607142857135,68.7485,49.08547999999998,46.16437931034483,runtime_ham4,199.995,runtime_ham9,135.665,runtime_ham8,199.995
65,199.99,120.177,3.237,199.99400000000003,11.544,29.68,113.567,82.993125,36.19753571428571,69.97224999999999,39.08859999999999,58.445310344827575,runtime_ham4,3.237,runtime_ham8,11.544,runtime_ham9,29.68
66,148.482,5.624,10.837,113.33200000000001,5.662999999999999,144.924,125.20227272727274,81.59775,47.28464285714286,53.47175000000001,51.13716,54.17268965517241,runtime_ham4,10.837,runtime_ham8,5.662999999999999,runtime_ham6,113.33200000000001
67,170.622,91.07799999999999,17.707,23.833000000000002,7.654,199.99400000000003,116.81327272727272,96.218875,32.41010714285714,53.1255,43.17056,42.81006896551724,runtime_ham4,17.707,runtime_ham9,199.99400000000003,runtime_ham8,7.654
68,199.993,199.99599999999998,2.472,199.99,3.486,11.812999999999999,116.65645454545455,96.218875,34.32775,53.1255,46.14732,54.41896551724137,runtime_ham4,2.472,runtime_ham8,3.486,runtime_ham6,199.99
69,199.99400000000003,122.695,199.995,106.256,199.995,70.90100000000001,75.28945454545455,68.304125,36.204607142857135,47.909125,49.08547999999998,48.20724137931035,runtime_ham4,199.995,runtime_ham6,106.256,runtime_ham9,70.90100000000001
70,199.97400000000002,0.851,7.604,27.932,6.005,199.981,113.52318181818183,81.59775,37.34114285714285,53.47175000000001,44.40504000000001,53.808862068965524,runtime_ham4,7.604,runtime_ham8,6.005,runtime_ham6,27.932
71,152.486,18.424,5.773,6.827999999999999,2.917,7.7589999999999995,113.07781818181819,77.272125,37.623,62.68500000000001,38.083679999999994,51.883827586206905,runtime_ham4,5.773,runtime_ham8,2.917,runtime_ham9,7.7589999999999995
72,198.984,32.172,13.542,0.6659999999999999,19.66,174.85,112.77454545454545,81.59775,44.40285714285715,53.47175000000001,45.78059999999999,52.994413793103455,runtime_ham4,13.542,runtime_ham8,19.66,runtime_ham9,174.85
73,199.993,77.569,7.831,9.835,3.435,11.59,113.52318181818183,81.59775,39.05278571428572,53.47175000000001,38.44667999999999,49.70089655172413,runtime_ham8,3.435,runtime_ham4,7.831,runtime_ham9,11.59
74,166.899,96.375,199.995,191.077,79.572,145.476,75.28945454545456,68.304125,43.906607142857126,47.909125,49.72387999999998,52.50720689655173,runtime_ham4,199.995,runtime_ham6,191.077,runtime_ham8,79.572
75,199.99400000000003,122.306,12.772,9.531,1.6130000000000002,14.498,126.97490909090911,81.59775,42.921321428571424,53.47175000000001,43.94088,45.93134482758621,runtime_ham4,12.772,runtime_ham8,1.6130000000000002,runtime_ham9,14.498
76,199.99,199.99,175.852,151.885,153.826,125.166,75.28945454545455,68.304125,43.21674999999999,47.909125,50.95455999999997,50.591379310344834,runtime_ham4,175.852,runtime_ham6,151.885,runtime_ham9,125.166
77,199.989,199.99099999999999,199.99599999999998,199.945,199.995,199.989,75.28945454545456,68.304125,36.204607142857135,47.909125,49.72387999999998,48.20724137931035,runtime_ham4,199.99599999999998,runtime_ham6,199.945,runtime_ham9,199.989
78,180.55599999999998,199.993,199.99599999999998,199.99099999999999,172.173,198.56099999999998,75.28945454545455,68.304125,43.135749999999994,47.909125,48.980239999999974,48.058551724137935,runtime_ham4,199.99599999999998,runtime_ham6,199.99099999999999,runtime_ham9,198.56099999999998
79,199.99099999999999,199.99599999999998,192.916,199.99099999999999,199.995,168.804,75.28945454545455,68.304125,43.21674999999999,47.909125,56.979839999999975,49.57027586206897,runtime_ham4,192.916,runtime_ham6,199.99099999999999,runtime_ham9,168.804
80,199.993,148.833,199.99599999999998,94.215,199.995,86.245,75.28945454545455,68.304125,43.21674999999999,47.909125,56.979839999999975,49.57027586206897,runtime_ham4,199.99599999999998,runtime_ham6,94.215,runtime_ham9,86.245
81,180.752,4.61,2.772,66.767,20.480999999999998,15.849,127.2639090909091,63.4575,34.35442857142858,49.228375,39.69448,43.57096551724137,runtime_ham4,2.772,runtime_ham8,20.480999999999998,runtime_ham9,15.849
82,199.993,199.99200000000002,5.916,28.237,0.904,199.99200000000002,118.83927272727273,81.597875,30.634535714285715,51.722500000000004,38.634679999999996,41.39399999999999,runtime_ham4,5.916,runtime_ham8,0.904,runtime_ham9,199.99200000000002
83,199.99200000000002,6.064,15.716,146.541,9.097999999999999,43.604,119.28463636363637,96.218875,40.36864285714285,53.125499999999995,45.28044,49.56713793103449,runtime_ham4,15.716,runtime_ham8,9.097999999999999,runtime_ham9,43.604
84,199.99400000000003,199.993,2.9219999999999997,199.99,20.412,126.68,126.14218181818183,96.218875,40.36857142857142,53.125499999999995,52.23944,47.26203448275861,runtime_ham4,2.9219999999999997,runtime_ham9,126.68,runtime_ham8,20.412
85,199.99,103.92299999999999,5.056,21.355,9.065,50.118,105.44345454545456,60.4455,38.2715,63.49425,41.30864,52.79572413793103,runtime_ham4,5.056,runtime_ham8,9.065,runtime_ham9,50.118
86,134.81799999999998,100.794,20.061,2.497,17.453,124.876,160.01354545454544,175.91375,37.89139285714284,146.97425,40.01615999999999,110.98675862068964,runtime_ham4,20.061,runtime_ham8,17.453,runtime_ham9,124.876
87,135.19,70.493,20.108,2.509,17.277,126.139,160.01354545454544,175.91375,39.39249999999999,146.97425,39.59036,116.08965517241377,runtime_ham4,20.108,runtime_ham8,17.277,runtime_ham9,126.139
88,29.406,179.47099999999998,11.380999999999998,27.4,13.824000000000002,8.019,115.11490909090911,56.616625,22.219678571428574,61.459374999999994,22.310879999999997,70.5756551724138,runtime_ham4,11.380999999999998,runtime_ham8,13.824000000000002,runtime_ham2,179.47099999999998
89,121.876,18.717,87.64,31.443,39.455,26.147,163.10509090909088,125.71612499999999,38.43246428571428,157.344125,43.3728,117.5013448275862,runtime_ham4,87.64,runtime_ham8,39.455,runtime_ham9,26.147
90,199.99400000000003,199.99599999999998,199.99599999999998,199.989,199.99400000000003,199.982,119.63581818181818,94.42150000000001,51.85235714285712,68.434375,81.5986,56.029068965517254,runtime_ham4,199.99599999999998,runtime_ham9,199.982,runtime_ham6,199.989
91,199.989,85.152,15.58,133.77200000000002,2.238,1.804,120.55927272727271,91.85575,30.09328571428572,101.26150000000001,39.08536,78.90672413793104,runtime_ham4,15.58,runtime_ham8,2.238,runtime_ham9,1.804
92,53.852,199.99099999999999,14.929,30.47,5.2139999999999995,25.011999999999997,105.18636363636365,109.91612499999998,42.41924999999999,97.0475,77.79795999999999,66.91803448275864,runtime_ham4,14.929,runtime_ham9,25.011999999999997,runtime_ham8,5.2139999999999995
93,37.398,199.99400000000003,9.854,199.99400000000003,44.07,199.99200000000002,92.73718181818182,108.426875,51.686821428571434,76.67775,79.6278,61.7216896551724,runtime_ham4,9.854,runtime_ham9,199.99200000000002,runtime_ham6,199.99400000000003
94,152.881,6.478,6.522,4.067,23.339000000000002,151.202,103.72854545454547,37.986124999999994,50.665571428571425,39.167,72.92468,65.97275862068965,runtime_ham2,6.478,runtime_ham6,4.067,runtime_ham4,6.522
95,3.8089999999999997,12.47,30.43,70.47,37.72,132.431,103.36654545454545,114.7105,51.63074999999999,73.24675,84.14096,60.36510344827588,runtime_ham4,30.43,runtime_ham9,132.431,runtime_ham6,70.47
